COUNTRY	INDUSTRY	YEAR	Nominal Value Added	Real Value Added	Employment	Total Hours	Total Labor Cost	National Currency per US dollar	Consumer Price Index (2010=100)	
SWE	32	2007						0.148	96.045	
SWE	32	2008						0.152	99.347	
SWE	32	2009						0.131	98.855	
SWE	32	2010						0.139	100.000	
SWE	32	2011						0.154	102.961	
SWE	32	2012						0.148	103.876	
SWE	32	2013						0.154	103.830	
SWE	32	2014						0.146	103.643	
SWE	32	2015						0.119	103.595	
SWE	32	2016						0.117	104.615	
SWE	32	2017						0.117	106.492	
SWE	32	2018								
SWE	33	1950						0.193	5.888	
SWE	33	1951						0.193	6.885	
SWE	33	1952						0.193	7.383	
SWE	33	1953						0.193	7.428	
SWE	33	1954						0.193	7.473	
SWE	33	1955						0.193	7.677	
SWE	33	1956						0.193	8.057	
SWE	33	1957						0.193	8.405	
SWE	33	1958						0.193	8.774	
SWE	33	1959						0.193	8.845	
SWE	33	1960						0.193	9.211	
SWE	33	1961						0.193	9.410	
SWE	33	1962						0.193	9.858	
SWE	33	1963						0.193	10.141	
SWE	33	1964						0.193	10.485	
SWE	33	1965						0.193	11.010	
SWE	33	1966						0.193	11.716	
SWE	33	1967						0.193	12.218	
SWE	33	1968						0.193	12.456	
SWE	33	1969						0.193	12.791	
SWE	33	1970						0.193	13.688	
SWE	33	1971						0.195	14.701	
SWE	33	1972						0.210	15.584	
SWE	33	1973						0.229	16.631	
SWE	33	1974						0.225	18.279	
SWE	33	1975						0.241	20.067	
SWE	33	1976						0.230	22.123	
SWE	33	1977						0.223	24.655	
SWE	33	1978						0.221	27.119	
SWE	33	1979						0.233	29.074	
SWE	33	1980	"2,755"					0.236	33.059	
SWE	33	1981	"3,127"	"10,776"				0.197	37.061	
SWE	33	1982	"3,420"	"10,661"				0.159	40.244	
SWE	33	1983	"3,610"	"10,558"				0.130	43.815	
SWE	33	1984	"3,938"	"10,799"				0.121	47.339	
SWE	33	1985	"4,517"	"11,810"				0.116	50.829	
SWE	33	1986	"4,757"	"11,603"				0.140	52.983	
SWE	33	1987	"4,907"	"11,316"				0.158	55.202	
SWE	33	1988	"5,017"	"11,167"				0.163	58.417	
SWE	33	1989	"5,472"	"11,293"				0.155	62.181	
SWE	33	1990	"6,264"	"12,086"				0.169	68.627	
SWE	33	1991	"6,158"	"11,098"				0.165	75.109	
SWE	33	1992	"6,199"	"10,948"				0.172	76.892	
SWE	33	1993	"6,207"	"10,328"	19	33	"4,269"	0.128	80.528	
SWE	33	1994	"7,264"	"11,120"	19	35	"4,686"	0.130	82.266	
SWE	33	1995	"8,307"	"12,123"	21	39	"5,212"	0.140	84.285	
SWE	33	1996	"8,152"	"11,195"	21	39	"5,572"	0.149	84.735	
SWE	33	1997	"8,301"	"11,477"	21	38	"5,842"	0.131	85.293	
SWE	33	1998	"8,391"	"11,477"	21	38	"5,769"	0.126	85.065	
SWE	33	1999	"8,610"	"11,458"	21	39	"6,076"	0.121	85.458	
SWE	33	2000	"8,874"	"11,682"	21	38	"6,293"	0.109	86.226	
SWE	33	2001	"9,930"	"12,511"	22	39	"6,860"	0.097	88.301	
SWE	33	2002	"10,555"	"12,691"	22	38	"7,102"	0.103	90.207	
SWE	33	2003	"10,557"	"12,541"	22	38	"7,344"	0.124	91.944	
SWE	33	2004	"10,118"	"12,388"	21	37	"7,478"	0.136	92.287	
SWE	33	2005	"10,808"	"12,884"	21	37	"7,580"	0.134	92.706	
SWE	33	2006	"12,003"	"13,892"	20	37	"7,860"	0.136	93.967	
SWE	33	2007	"13,500"	"14,876"	21	38	"8,582"	0.148	96.045	
SWE	33	2008	"13,145"	"13,640"	22	39	"9,029"	0.152	99.347	
SWE	33	2009	"12,308"	"11,688"	20	35	"8,625"	0.131	98.855	
SWE	33	2010	"11,489"	"11,489"	19	35	"8,036"	0.139	100.000	
SWE	33	2011	"11,292"	"10,943"	20	35	"8,477"	0.154	102.961	
SWE	33	2012	"11,653"	"10,609"	20	36	"8,810"	0.148	103.876	
SWE	33	2013	"10,833"	"9,775"	19	35	"8,554"	0.154	103.830	
SWE	33	2014	"10,881"	"9,674"	19	33	"8,257"	0.146	103.643	
SWE	33	2015	"11,118"	"9,599"	19	34	"8,625"	0.119	103.595	
SWE	33	2016						0.117	104.615	
SWE	33	2017						0.117	106.492	
SWE	33	2018								
TUR	C	1950						"374,481.482"		
TUR	C	1951						"374,481.482"		
TUR	C	1952						"374,481.482"		
TUR	C	1953						"374,481.482"		
TUR	C	1954						"374,481.482"	0.000	
TUR	C	1955						"374,615.273"	0.000	
TUR	C	1956						"374,481.482"	0.000	
TUR	C	1957						"374,481.482"	0.000	
TUR	C	1958						"374,481.482"	0.000	
TUR	C	1959						"374,481.482"	0.000	
TUR	C	1960						"215,307.628"	0.000	
TUR	C	1961						"116,505.350"	0.000	
TUR	C	1962						"116,505.350"	0.000	
TUR	C	1963						"116,505.350"	0.000	
TUR	C	1964						"116,505.350"	0.000	
TUR	C	1965						"116,518.296"	0.000	
TUR	C	1966						"116,518.296"	0.000	
TUR	C	1967						"116,492.406"	0.000	
TUR	C	1968	0	"18,265"				"116,505.350"	0.000	
TUR	C	1969	0	"20,402"				"116,505.350"	0.000	
TUR	C	1970	0	"20,728"				"92,546.174"	0.000	
TUR	C	1971	0	"22,532"				"70,514.334"	0.000	
TUR	C	1972	0	"24,987"				"74,102.343"	0.000	
TUR	C	1973	0	"28,211"				"74,102.343"	0.000	
TUR	C	1974	0	"30,270"				"75,272.660"	0.000	
TUR	C	1975	0	"32,904"				"72,614.138"	0.000	
TUR	C	1976	0	"35,865"				"65,330.103"	0.000	
TUR	C	1977	0	"38,232"				"58,252.675"	0.000	
TUR	C	1978	0	"39,456"				"43,185.673"	0.001	
TUR	C	1979	1	"37,049"				"33,737.070"	0.001	
TUR	C	1980	1	"35,597"				"13,789.429"	0.002	
TUR	C	1981	2	"38,957"				"8,890.364"	0.002	
TUR	C	1982	3	"41,458"				"6,346.714"	0.003	
TUR	C	1983	4	"44,551"				"4,468.737"	0.004	
TUR	C	1984	6	"48,672"				"2,752.767"	0.006	
TUR	C	1985	10	"51,446"				"1,932.500"	0.009	
TUR	C	1986	18	"56,848"				"1,461.486"	0.012	
TUR	C	1987	26	"62,567"				"1,154.223"	0.016	
TUR	C	1988	47	"63,551"	"2,550"			703.107	0.027	
TUR	C	1989	83	"65,470"	"2,635"			471.847	0.045	
TUR	C	1990	137	"71,808"	"2,625"			383.318	0.072	
TUR	C	1991	221	"73,518"	"2,736"			240.033	0.119	
TUR	C	1992	375	"77,759"	"2,949"			145.575	0.202	
TUR	C	1993	653	"84,987"	"2,706"			91.073	0.336	
TUR	C	1994	"1,352"	"78,493"	"3,012"			33.654	0.689	
TUR	C	1995	"2,775"	"89,415"	"3,027"			21.836	1.304	
TUR	C	1996	"4,947"	"95,774"	"3,237"			12.307	2.352	
TUR	C	1997	"9,850"	"106,736"	"3,445"			6.595	4.367	
TUR	C	1998	"16,042"	"107,989"	"3,463"		"4,761"	3.839	8.064	
TUR	C	1999	"21,511"	"102,003"	"3,555"		"6,502"	2.393	13.294	
TUR	C	2000	"32,008"	"109,201"	"3,638"		"9,762"	1.600	20.595	
TUR	C	2001	"43,575"	"99,492"	"3,581"		"13,553"	0.816	31.798	
TUR	C	2002	"60,769"	"103,485"	"3,731"		"18,874"	0.663	46.096	
TUR	C	2003	"80,126"	"113,629"	"3,663"	"7,956"	"26,051"	0.667	56.054	
TUR	C	2004	"97,767"	"128,677"	"3,727"	"7,848"	"31,239"	0.702	60.874	
TUR	C	2005	"113,915"	"141,065"	"3,973"	"8,467"	"36,211"	0.744	65.853	
TUR	C	2006	"134,752"	"154,926"	"4,044"	"8,727"	"41,479"	0.698	72.173	
TUR	C	2007	"148,131"	"165,379"	"4,064"	"8,768"	"47,129"	0.767	78.493	
TUR	C	2008	"162,032"	"166,205"	"4,214"	"9,093"	"53,496"	0.769	86.690	
TUR	C	2009	"151,436"	"151,436"	"3,870"	"8,350"	"53,048"	0.645	92.109	
TUR	C	2010	"175,177"	"165,970"	"4,216"	"9,109"	"62,540"	0.666	100.000	
TUR	C	2011	"229,818"	"199,203"	"4,367"	"9,428"	"74,194"	0.597	106.472	
TUR	C	2012	"249,251"	"203,705"	"4,420"	"9,547"	"88,036"	0.557	115.939	
TUR	C	2013	"293,884"	"222,669"	"4,632"	"9,864"	"103,099"	0.525	124.626	
TUR	C	2014	"343,305"	"236,242"	"4,930"	"10,444"	"121,475"	0.457	135.661	
TUR	C	2015	"390,796"	"250,183"	"4,966"	"10,528"	"141,292"	0.367	146.068	
TUR	C	2016	"432,980"	"259,788"	"4,912"	"10,415"	"174,255"	0.331	157.425	
TUR	C	2017	"543,706"	"282,761"	"4,976"	"10,550"	"199,045"	0.274	174.969	
TUR	C	2018								
TUR	10-12	1950						"374,481.482"		
TUR	10-12	1951						"374,481.482"		
TUR	10-12	1952						"374,481.482"		
TUR	10-12	1953						"374,481.482"		
TUR	10-12	1954						"374,481.482"	0.000	
TUR	10-12	1955						"374,615.273"	0.000	
TUR	10-12	1956						"374,481.482"	0.000	
TUR	10-12	1957						"374,481.482"	0.000	
TUR	10-12	1958						"374,481.482"	0.000	
TUR	10-12	1959						"374,481.482"	0.000	
TUR	10-12	1960						"215,307.628"	0.000	
TUR	10-12	1961						"116,505.350"	0.000	
TUR	10-12	1962						"116,505.350"	0.000	
TUR	10-12	1963						"116,505.350"	0.000	
TUR	10-12	1964						"116,505.350"	0.000	
TUR	10-12	1965						"116,518.296"	0.000	
TUR	10-12	1966						"116,518.296"	0.000	
TUR	10-12	1967						"116,492.406"	0.000	
TUR	10-12	1968						"116,505.350"	0.000	
TUR	10-12	1969						"116,505.350"	0.000	
TUR	10-12	1970						"92,546.174"	0.000	
TUR	10-12	1971						"70,514.334"	0.000	
TUR	10-12	1972						"74,102.343"	0.000	
TUR	10-12	1973						"74,102.343"	0.000	
TUR	10-12	1974						"75,272.660"	0.000	
TUR	10-12	1975						"72,614.138"	0.000	
TUR	10-12	1976						"65,330.103"	0.000	
TUR	10-12	1977						"58,252.675"	0.000	
TUR	10-12	1978						"43,185.673"	0.001	
TUR	10-12	1979						"33,737.070"	0.001	
TUR	10-12	1980						"13,789.429"	0.002	
TUR	10-12	1981						"8,890.364"	0.002	
TUR	10-12	1982						"6,346.714"	0.003	
TUR	10-12	1983						"4,468.737"	0.004	
TUR	10-12	1984						"2,752.767"	0.006	
TUR	10-12	1985						"1,932.500"	0.009	
TUR	10-12	1986						"1,461.486"	0.012	
TUR	10-12	1987						"1,154.223"	0.016	
TUR	10-12	1988						703.107	0.027	
TUR	10-12	1989						471.847	0.045	
TUR	10-12	1990						383.318	0.072	
TUR	10-12	1991						240.033	0.119	
TUR	10-12	1992						145.575	0.202	
TUR	10-12	1993						91.073	0.336	
TUR	10-12	1994						33.654	0.689	
TUR	10-12	1995						21.836	1.304	
TUR	10-12	1996						12.307	2.352	
TUR	10-12	1997						6.595	4.367	
TUR	10-12	1998						3.839	8.064	
TUR	10-12	1999						2.393	13.294	
TUR	10-12	2000						1.600	20.595	
TUR	10-12	2001						0.816	31.798	
TUR	10-12	2002						0.663	46.096	
TUR	10-12	2003	"13,926"	"22,301"	471	"1,033"	"4,291"	0.667	56.054	
TUR	10-12	2004	"15,389"	"21,626"	452	969	"4,519"	0.702	60.874	
TUR	10-12	2005	"18,629"	"24,589"	499	"1,072"	"5,204"	0.744	65.853	
TUR	10-12	2006	"20,373"	"26,365"	481	"1,033"	"5,903"	0.698	72.173	
TUR	10-12	2007	"23,445"	"27,892"	497	"1,072"	"6,507"	0.767	78.493	
TUR	10-12	2008	"25,399"	"26,854"	597	"1,289"	"7,532"	0.769	86.690	
TUR	10-12	2009	"27,975"	"27,975"	549	"1,184"	"8,203"	0.645	92.109	
TUR	10-12	2010	"29,705"	"27,550"	578	"1,247"	"9,202"	0.666	100.000	
TUR	10-12	2011	"33,830"	"28,902"	579	"1,247"	"10,279"	0.597	106.472	
TUR	10-12	2012	"41,923"	"32,933"	594	"1,280"	"12,133"	0.557	115.939	
TUR	10-12	2013	"47,266"	"34,889"	626	"1,333"	"14,090"	0.525	124.626	
TUR	10-12	2014	"55,065"	"35,463"	666	"1,406"	"16,580"	0.457	135.661	
TUR	10-12	2015	"58,689"	"33,966"	661	"1,398"	"18,725"	0.367	146.068	
TUR	10-12	2016						0.331	157.425	
TUR	10-12	2017						0.274	174.969	
TUR	10-12	2018								
TUR	10	1950						"374,481.482"		
TUR	10	1951						"374,481.482"		
TUR	10	1952						"374,481.482"		
TUR	10	1953						"374,481.482"		
TUR	10	1954						"374,481.482"	0.000	
TUR	10	1955						"374,615.273"	0.000	
TUR	10	1956						"374,481.482"	0.000	
TUR	10	1957						"374,481.482"	0.000	
TUR	10	1958						"374,481.482"	0.000	
TUR	10	1959						"374,481.482"	0.000	
TUR	10	1960						"215,307.628"	0.000	
TUR	10	1961						"116,505.350"	0.000	
TUR	10	1962						"116,505.350"	0.000	
TUR	10	1963						"116,505.350"	0.000	
TUR	10	1964						"116,505.350"	0.000	
TUR	10	1965						"116,518.296"	0.000	
TUR	10	1966						"116,518.296"	0.000	
TUR	10	1967						"116,492.406"	0.000	
TUR	10	1968						"116,505.350"	0.000	
TUR	10	1969						"116,505.350"	0.000	
TUR	10	1970						"92,546.174"	0.000	
TUR	10	1971						"70,514.334"	0.000	
TUR	10	1972						"74,102.343"	0.000	
TUR	10	1973						"74,102.343"	0.000	
TUR	10	1974						"75,272.660"	0.000	
TUR	10	1975						"72,614.138"	0.000	
TUR	10	1976						"65,330.103"	0.000	
TUR	10	1977						"58,252.675"	0.000	
TUR	10	1978						"43,185.673"	0.001	
TUR	10	1979						"33,737.070"	0.001	
TUR	10	1980						"13,789.429"	0.002	
TUR	10	1981						"8,890.364"	0.002	
TUR	10	1982						"6,346.714"	0.003	
TUR	10	1983						"4,468.737"	0.004	
TUR	10	1984						"2,752.767"	0.006	
TUR	10	1985						"1,932.500"	0.009	
TUR	10	1986						"1,461.486"	0.012	
TUR	10	1987						"1,154.223"	0.016	
TUR	10	1988						703.107	0.027	
TUR	10	1989						471.847	0.045	
TUR	10	1990						383.318	0.072	
TUR	10	1991						240.033	0.119	
TUR	10	1992						145.575	0.202	
TUR	10	1993						91.073	0.336	
TUR	10	1994						33.654	0.689	
TUR	10	1995						21.836	1.304	
TUR	10	1996						12.307	2.352	
TUR	10	1997						6.595	4.367	
TUR	10	1998						3.839	8.064	
TUR	10	1999						2.393	13.294	
TUR	10	2000						1.600	20.595	
TUR	10	2001						0.816	31.798	
TUR	10	2002						0.663	46.096	
TUR	10	2003	"11,610"	"18,920"	423	929	"3,060"	0.667	56.054	
TUR	10	2004	"12,446"	"17,698"	407	877	"3,619"	0.702	60.874	
TUR	10	2005	"15,158"	"20,232"	454	973	"4,194"	0.744	65.853	
TUR	10	2006	"15,801"	"21,073"	441	947	"4,762"	0.698	72.173	
TUR	10	2007	"18,666"	"22,577"	454	981	"5,415"	0.767	78.493	
TUR	10	2008	"20,744"	"21,853"	550	"1,186"	"6,299"	0.769	86.690	
TUR	10	2009	"22,624"	"22,624"	505	"1,089"	"6,990"	0.645	92.109	
TUR	10	2010	"24,669"	"22,893"	549	"1,185"	"8,147"	0.666	100.000	
TUR	10	2011	"28,403"	"24,217"	551	"1,186"	"9,195"	0.597	106.472	
TUR	10	2012	"35,251"	"27,644"	569	"1,227"	"11,025"	0.557	115.939	
TUR	10	2013	"41,211"	"30,505"	600	"1,278"	"12,839"	0.525	124.626	
TUR	10	2014	"47,788"	"30,448"	639	"1,348"	"15,138"	0.457	135.661	
TUR	10	2015	"51,461"	"29,375"	633	"1,339"	"17,109"	0.367	146.068	
TUR	10	2016						0.331	157.425	
TUR	10	2017						0.274	174.969	
TUR	10	2018								
TUR	11	1950						"374,481.482"		
TUR	11	1951						"374,481.482"		
TUR	11	1952						"374,481.482"		
TUR	11	1953						"374,481.482"		
TUR	11	1954						"374,481.482"	0.000	
TUR	11	1955						"374,615.273"	0.000	
TUR	11	1956						"374,481.482"	0.000	
TUR	11	1957						"374,481.482"	0.000	
TUR	11	1958						"374,481.482"	0.000	
TUR	11	1959						"374,481.482"	0.000	
TUR	11	1960						"215,307.628"	0.000	
TUR	11	1961						"116,505.350"	0.000	
TUR	11	1962						"116,505.350"	0.000	
TUR	11	1963						"116,505.350"	0.000	
TUR	11	1964						"116,505.350"	0.000	
TUR	11	1965						"116,518.296"	0.000	
TUR	11	1966						"116,518.296"	0.000	
TUR	11	1967						"116,492.406"	0.000	
TUR	11	1968						"116,505.350"	0.000	
TUR	11	1969						"116,505.350"	0.000	
TUR	11	1970						"92,546.174"	0.000	
TUR	11	1971						"70,514.334"	0.000	
TUR	11	1972						"74,102.343"	0.000	
TUR	11	1973						"74,102.343"	0.000	
TUR	11	1974						"75,272.660"	0.000	
TUR	11	1975						"72,614.138"	0.000	
TUR	11	1976						"65,330.103"	0.000	
TUR	11	1977						"58,252.675"	0.000	
TUR	11	1978						"43,185.673"	0.001	
TUR	11	1979						"33,737.070"	0.001	
TUR	11	1980						"13,789.429"	0.002	
TUR	11	1981						"8,890.364"	0.002	
TUR	11	1982						"6,346.714"	0.003	
TUR	11	1983						"4,468.737"	0.004	
TUR	11	1984						"2,752.767"	0.006	
TUR	11	1985						"1,932.500"	0.009	
TUR	11	1986						"1,461.486"	0.012	
TUR	11	1987						"1,154.223"	0.016	
TUR	11	1988						703.107	0.027	
TUR	11	1989						471.847	0.045	
TUR	11	1990						383.318	0.072	
TUR	11	1991						240.033	0.119	
TUR	11	1992						145.575	0.202	
TUR	11	1993						91.073	0.336	
TUR	11	1994						33.654	0.689	
TUR	11	1995						21.836	1.304	
TUR	11	1996						12.307	2.352	
TUR	11	1997						6.595	4.367	
TUR	11	1998						3.839	8.064	
TUR	11	1999						2.393	13.294	
TUR	11	2000						1.600	20.595	
TUR	11	2001						0.816	31.798	
TUR	11	2002						0.663	46.096	
TUR	11	2003	959	"1,519"	14	30	306	0.667	56.054	
TUR	11	2004	"1,306"	"1,713"	15	32	219	0.702	60.874	
TUR	11	2005	"1,817"	"2,144"	16	35	267	0.744	65.853	
TUR	11	2006	"1,776"	"2,040"	16	33	327	0.698	72.173	
TUR	11	2007	"2,221"	"2,455"	16	34	343	0.767	78.493	
TUR	11	2008	"2,462"	"2,644"	19	42	393	0.769	86.690	
TUR	11	2009	"2,751"	"2,751"	18	39	440	0.645	92.109	
TUR	11	2010	"2,995"	"2,686"	19	41	489	0.666	100.000	
TUR	11	2011	"3,161"	"2,579"	19	41	591	0.597	106.472	
TUR	11	2012	"3,498"	"2,604"	18	40	671	0.557	115.939	
TUR	11	2013	"3,254"	"2,293"	20	42	765	0.525	124.626	
TUR	11	2014	"3,892"	"2,639"	22	46	915	0.457	135.661	
TUR	11	2015	"4,135"	"2,633"	22	47	"1,047"	0.367	146.068	
TUR	11	2016						0.331	157.425	
TUR	11	2017						0.274	174.969	
TUR	11	2018								
TUR	12	1950						"374,481.482"		
TUR	12	1951						"374,481.482"		
TUR	12	1952						"374,481.482"		
TUR	12	1953						"374,481.482"		
TUR	12	1954						"374,481.482"	0.000	
TUR	12	1955						"374,615.273"	0.000	
TUR	12	1956						"374,481.482"	0.000	
TUR	12	1957						"374,481.482"	0.000	
TUR	12	1958						"374,481.482"	0.000	
TUR	12	1959						"374,481.482"	0.000	
TUR	12	1960						"215,307.628"	0.000	
TUR	12	1961						"116,505.350"	0.000	
TUR	12	1962						"116,505.350"	0.000	
TUR	12	1963						"116,505.350"	0.000	
TUR	12	1964						"116,505.350"	0.000	
TUR	12	1965						"116,518.296"	0.000	
TUR	12	1966						"116,518.296"	0.000	
TUR	12	1967						"116,492.406"	0.000	
TUR	12	1968						"116,505.350"	0.000	
TUR	12	1969						"116,505.350"	0.000	
TUR	12	1970						"92,546.174"	0.000	
TUR	12	1971						"70,514.334"	0.000	
TUR	12	1972						"74,102.343"	0.000	
TUR	12	1973						"74,102.343"	0.000	
TUR	12	1974						"75,272.660"	0.000	
TUR	12	1975						"72,614.138"	0.000	
TUR	12	1976						"65,330.103"	0.000	
TUR	12	1977						"58,252.675"	0.000	
TUR	12	1978						"43,185.673"	0.001	
TUR	12	1979						"33,737.070"	0.001	
TUR	12	1980						"13,789.429"	0.002	
TUR	12	1981						"8,890.364"	0.002	
TUR	12	1982						"6,346.714"	0.003	
TUR	12	1983						"4,468.737"	0.004	
TUR	12	1984						"2,752.767"	0.006	
TUR	12	1985						"1,932.500"	0.009	
TUR	12	1986						"1,461.486"	0.012	
TUR	12	1987						"1,154.223"	0.016	
TUR	12	1988						703.107	0.027	
TUR	12	1989						471.847	0.045	
TUR	12	1990						383.318	0.072	
TUR	12	1991						240.033	0.119	
TUR	12	1992						145.575	0.202	
TUR	12	1993						91.073	0.336	
TUR	12	1994						33.654	0.689	
TUR	12	1995						21.836	1.304	
TUR	12	1996						12.307	2.352	
TUR	12	1997						6.595	4.367	
TUR	12	1998						3.839	8.064	
TUR	12	1999						2.393	13.294	
TUR	12	2000						1.600	20.595	
TUR	12	2001						0.816	31.798	
TUR	12	2002						0.663	46.096	
TUR	12	2003	"1,357"	"1,865"	34	74	926	0.667	56.054	
TUR	12	2004	"1,637"	"2,172"	30	60	681	0.702	60.874	
TUR	12	2005	"1,654"	"2,271"	30	64	743	0.744	65.853	
TUR	12	2006	"2,797"	"3,111"	24	53	815	0.698	72.173	
TUR	12	2007	"2,557"	"2,786"	27	58	749	0.767	78.493	
TUR	12	2008	"2,193"	"2,403"	28	61	840	0.769	86.690	
TUR	12	2009	"2,600"	"2,600"	26	56	774	0.645	92.109	
TUR	12	2010	"2,041"	"2,136"	10	22	566	0.666	100.000	
TUR	12	2011	"2,266"	"2,361"	9	20	492	0.597	106.472	
TUR	12	2012	"3,174"	"2,906"	6	14	438	0.557	115.939	
TUR	12	2013	"2,801"	"2,396"	6	13	486	0.525	124.626	
TUR	12	2014	"3,385"	"2,810"	5	11	527	0.457	135.661	
TUR	12	2015	"3,093"	"2,531"	6	12	568	0.367	146.068	
TUR	12	2016						0.331	157.425	
TUR	12	2017						0.274	174.969	
TUR	12	2018								
TUR	13-15	1950						"374,481.482"		
TUR	13-15	1951						"374,481.482"		
TUR	13-15	1952						"374,481.482"		
TUR	13-15	1953						"374,481.482"		
TUR	13-15	1954						"374,481.482"	0.000	
TUR	13-15	1955						"374,615.273"	0.000	
TUR	13-15	1956						"374,481.482"	0.000	
TUR	13-15	1957						"374,481.482"	0.000	
TUR	13-15	1958						"374,481.482"	0.000	
TUR	13-15	1959						"374,481.482"	0.000	
TUR	13-15	1960						"215,307.628"	0.000	
TUR	13-15	1961						"116,505.350"	0.000	
TUR	13-15	1962						"116,505.350"	0.000	
TUR	13-15	1963						"116,505.350"	0.000	
TUR	13-15	1964						"116,505.350"	0.000	
TUR	13-15	1965						"116,518.296"	0.000	
TUR	13-15	1966						"116,518.296"	0.000	
TUR	13-15	1967						"116,492.406"	0.000	
TUR	13-15	1968						"116,505.350"	0.000	
TUR	13-15	1969						"116,505.350"	0.000	
TUR	13-15	1970						"92,546.174"	0.000	
TUR	13-15	1971						"70,514.334"	0.000	
TUR	13-15	1972						"74,102.343"	0.000	
TUR	13-15	1973						"74,102.343"	0.000	
TUR	13-15	1974						"75,272.660"	0.000	
TUR	13-15	1975						"72,614.138"	0.000	
TUR	13-15	1976						"65,330.103"	0.000	
TUR	13-15	1977						"58,252.675"	0.000	
TUR	13-15	1978						"43,185.673"	0.001	
TUR	13-15	1979						"33,737.070"	0.001	
TUR	13-15	1980						"13,789.429"	0.002	
TUR	13-15	1981						"8,890.364"	0.002	
TUR	13-15	1982						"6,346.714"	0.003	
TUR	13-15	1983						"4,468.737"	0.004	
TUR	13-15	1984						"2,752.767"	0.006	
TUR	13-15	1985						"1,932.500"	0.009	
TUR	13-15	1986						"1,461.486"	0.012	
TUR	13-15	1987						"1,154.223"	0.016	
TUR	13-15	1988						703.107	0.027	
TUR	13-15	1989						471.847	0.045	
TUR	13-15	1990						383.318	0.072	
TUR	13-15	1991						240.033	0.119	
TUR	13-15	1992						145.575	0.202	
TUR	13-15	1993						91.073	0.336	
TUR	13-15	1994						33.654	0.689	
TUR	13-15	1995						21.836	1.304	
TUR	13-15	1996						12.307	2.352	
TUR	13-15	1997						6.595	4.367	
TUR	13-15	1998						3.839	8.064	
TUR	13-15	1999						2.393	13.294	
TUR	13-15	2000						1.600	20.595	
TUR	13-15	2001						0.816	31.798	
TUR	13-15	2002						0.663	46.096	
TUR	13-15	2003	"21,652"	"29,007"	"1,296"	"2,812"	"6,975"	0.667	56.054	
TUR	13-15	2004	"24,084"	"29,544"	"1,216"	"2,592"	"8,587"	0.702	60.874	
TUR	13-15	2005	"25,279"	"30,963"	"1,258"	"2,667"	"9,265"	0.744	65.853	
TUR	13-15	2006	"28,968"	"33,596"	"1,262"	"2,725"	"9,950"	0.698	72.173	
TUR	13-15	2007	"29,419"	"32,382"	"1,179"	"2,545"	"10,954"	0.767	78.493	
TUR	13-15	2008	"28,828"	"30,540"	"1,151"	"2,490"	"11,447"	0.769	86.690	
TUR	13-15	2009	"27,420"	"27,420"	"1,057"	"2,287"	"10,589"	0.645	92.109	
TUR	13-15	2010	"32,553"	"30,620"	"1,165"	"2,523"	"12,908"	0.666	100.000	
TUR	13-15	2011	"44,658"	"35,811"	"1,233"	"2,664"	"15,774"	0.597	106.472	
TUR	13-15	2012	"49,645"	"39,848"	"1,267"	"2,740"	"19,542"	0.557	115.939	
TUR	13-15	2013	"59,225"	"44,390"	"1,318"	"2,812"	"23,391"	0.525	124.626	
TUR	13-15	2014	"69,897"	"47,431"	"1,381"	"2,934"	"27,174"	0.457	135.661	
TUR	13-15	2015	"75,328"	"48,088"	"1,362"	"2,893"	"30,797"	0.367	146.068	
TUR	13-15	2016						0.331	157.425	
TUR	13-15	2017						0.274	174.969	
TUR	13-15	2018								
TUR	13	1950						"374,481.482"		
TUR	13	1951						"374,481.482"		
TUR	13	1952						"374,481.482"		
TUR	13	1953						"374,481.482"		
TUR	13	1954						"374,481.482"	0.000	
TUR	13	1955						"374,615.273"	0.000	
TUR	13	1956						"374,481.482"	0.000	
TUR	13	1957						"374,481.482"	0.000	
TUR	13	1958						"374,481.482"	0.000	
TUR	13	1959						"374,481.482"	0.000	
TUR	13	1960						"215,307.628"	0.000	
TUR	13	1961						"116,505.350"	0.000	
TUR	13	1962						"116,505.350"	0.000	
TUR	13	1963						"116,505.350"	0.000	
TUR	13	1964						"116,505.350"	0.000	
TUR	13	1965						"116,518.296"	0.000	
TUR	13	1966						"116,518.296"	0.000	
TUR	13	1967						"116,492.406"	0.000	
TUR	13	1968						"116,505.350"	0.000	
TUR	13	1969						"116,505.350"	0.000	
TUR	13	1970						"92,546.174"	0.000	
TUR	13	1971						"70,514.334"	0.000	
TUR	13	1972						"74,102.343"	0.000	
TUR	13	1973						"74,102.343"	0.000	
TUR	13	1974						"75,272.660"	0.000	
TUR	13	1975						"72,614.138"	0.000	
TUR	13	1976						"65,330.103"	0.000	
TUR	13	1977						"58,252.675"	0.000	
TUR	13	1978						"43,185.673"	0.001	
TUR	13	1979						"33,737.070"	0.001	
TUR	13	1980						"13,789.429"	0.002	
TUR	13	1981						"8,890.364"	0.002	
TUR	13	1982						"6,346.714"	0.003	
TUR	13	1983						"4,468.737"	0.004	
TUR	13	1984						"2,752.767"	0.006	
TUR	13	1985						"1,932.500"	0.009	
TUR	13	1986						"1,461.486"	0.012	
TUR	13	1987						"1,154.223"	0.016	
TUR	13	1988						703.107	0.027	
TUR	13	1989						471.847	0.045	
TUR	13	1990						383.318	0.072	
TUR	13	1991						240.033	0.119	
TUR	13	1992						145.575	0.202	
TUR	13	1993						91.073	0.336	
