			"IFERROR(INDEX('A00 VaN'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaN'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaN'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 VaR'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 VaR'!$CA$5:$CA$1439,0),MATCH($C4,'A00 VaR'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 EmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 EmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 EmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 HrA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 HrA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 HrA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 CmA'!$I$5:$BY$1439,MATCH($A4&$B4,'A00 CmA'!$CA$5:$CA$1439,0),MATCH($C4,'A00 CmA'!$I$4:$BY$4,0)),"""")"	"IFERROR(INDEX('A00 XR'!$C$5:$BS$45,MATCH($A4,'A00 XR'!$A$5:$A$45,0),MATCH($C4,'A00 XR'!$C$4:$BS$4,0)),"""")"	"IFERROR(INDEX('A00 CPI'!$C$5:$BS$45,MATCH($A4,'A00 CPI'!$A$5:$A$45,0),MATCH($C4,'A00 CPI'!$C$4:$BS$4,0)),"""")"
NOR	24	1973	"1,961"	"13,859"	24	42	"1,197"	0.173	17.089
NOR	24	1974	"2,814"	"14,615"	24	42	"1,426"	0.181	18.698
NOR	24	1975	"2,693"	"12,875"	24	41	"1,688"	0.191	20.883
NOR	24	1976	"2,641"	"13,301"	24	40	"1,909"	0.183	22.797
NOR	24	1977	"2,601"	"11,986"	23	38	"2,039"	0.188	24.872
NOR	24	1978	"2,868"	"12,212"	23	36	"2,103"	0.191	26.902
NOR	24	1979	"4,308"	"13,817"	23	38	"2,260"	0.197	28.115
NOR	24	1980	"4,839"	"12,967"	24	39	"2,603"	0.202	31.174
NOR	24	1981	"3,595"	"12,606"	24	39	"2,870"	0.174	35.427
NOR	24	1982	"3,216"	"12,259"	23	36	"2,884"	0.155	39.444
NOR	24	1983	"5,192"	"15,441"	21	34	"2,865"	0.137	42.783
NOR	24	1984	"7,253"	"16,440"	21	34	"3,265"	0.123	45.444
NOR	24	1985	"6,339"	"16,257"	21	34	"3,573"	0.116	48.041
NOR	24	1986	"5,704"	"16,136"	21	33	"3,791"	0.135	51.489
NOR	24	1987	"6,282"	"16,990"	21	32	"4,056"	0.148	55.977
NOR	24	1988	"9,958"	"18,391"	21	32	"4,330"	0.153	59.714
NOR	24	1989	"10,401"	"17,481"	18	28	"4,058"	0.145	62.429
NOR	24	1990	"6,563"	"17,183"	17	27	"4,150"	0.160	65.008
NOR	24	1991	"5,779"	"17,532"	17	26	"4,336"	0.154	67.243
NOR	24	1992	"5,470"	"18,536"	16	24	"4,163"	0.161	68.808
NOR	24	1993	"6,326"	"16,570"	16	25	"4,448"	0.141	70.383
NOR	24	1994	"7,487"	"17,417"	17	26	"4,634"	0.142	71.351
NOR	24	1995	"9,750"	"9,759"	17	26	"4,862"	0.158	73.107
NOR	24	1996	"8,491"	"11,387"	17	26	"5,034"	0.155	74.029
NOR	24	1997	"8,960"	"12,174"	17	26	"5,191"	0.141	75.930
NOR	24	1998	"10,281"	"11,709"	17	26	"5,485"	0.133	77.640
NOR	24	1999	"10,279"	"11,421"	15	24	"5,287"	0.128	79.477
NOR	24	2000	"13,041"	"12,344"	15	24	"5,511"	0.114	81.929
NOR	24	2001	"12,059"	"13,308"	14	23	"5,480"	0.111	84.391
NOR	24	2002	"9,198"	"11,741"	13	19	"5,309"	0.125	85.476
NOR	24	2003	"10,248"	"14,005"	14	21	"5,744"	0.141	87.603
NOR	24	2004	"13,106"	"16,632"	13	20	"6,152"	0.148	88.001
NOR	24	2005	"12,755"	"16,446"	12	20	"5,920"	0.155	89.349
NOR	24	2006	"15,685"	"11,827"	13	21	"6,734"	0.156	91.431
NOR	24	2007	"15,297"	"11,407"	12	20	"6,592"	0.171	92.082
NOR	24	2008	"16,464"	"13,715"	13	21	"7,263"	0.177	95.539
NOR	24	2009	"6,618"	"9,038"	11	18	"6,752"	0.159	97.638
NOR	24	2010	"10,127"	"10,127"	10	16	"6,168"	0.165	100.000
NOR	24	2011	"10,164"	"9,624"	10	16	"6,396"	0.178	101.285
NOR	24	2012	"9,430"	"9,020"	9	15	"6,350"	0.172	101.991
NOR	24	2013	"8,041"	"8,642"	9	14	"6,232"	0.170	104.153
NOR	24	2014	"10,877"	"9,498"	9	14	"6,524"	0.159	106.280
NOR	24	2015	"12,156"	"8,846"	9	15	"6,954"	0.124	108.587
NOR	24	2016	"10,930"	"8,321"	10	16	"7,533"	0.119	112.442
NOR	24	2017	"14,314"	"8,546"	10	16	"7,854"	0.121	114.551
NOR	24	2018	"14,925"	"8,660"	10	16	"8,301"	0.123	117.718
NOR	25	1950						0.140	5.772
NOR	25	1951						0.140	6.752
NOR	25	1952						0.140	7.296
NOR	25	1953						0.140	7.514
NOR	25	1954						0.140	7.732
NOR	25	1955						0.140	7.841
NOR	25	1956						0.140	8.139
NOR	25	1957						0.140	8.373
NOR	25	1958						0.140	8.794
NOR	25	1959						0.140	8.995
NOR	25	1960						0.140	9.028
NOR	25	1961						0.140	9.222
NOR	25	1962						0.140	9.709
NOR	25	1963						0.140	9.949
NOR	25	1964						0.140	10.532
NOR	25	1965						0.140	10.973
NOR	25	1966						0.140	11.330
NOR	25	1967						0.140	11.849
NOR	25	1968						0.140	12.258
NOR	25	1969						0.140	12.621
NOR	25	1970	"1,038"	"10,744"	24	44	864	0.140	13.963
NOR	25	1971	"1,180"	"11,335"	24	44	991	0.142	14.832
NOR	25	1972	"1,305"	"11,757"	24	42	"1,086"	0.152	15.909
NOR	25	1973	"1,521"	"12,691"	24	43	"1,220"	0.173	17.089
NOR	25	1974	"1,840"	"13,554"	26	44	"1,469"	0.181	18.698
NOR	25	1975	"2,092"	"13,709"	26	45	"1,777"	0.191	20.883
NOR	25	1976	"2,174"	"12,517"	26	43	"1,957"	0.183	22.797
NOR	25	1977	"2,431"	"12,741"	26	43	"2,161"	0.188	24.872
NOR	25	1978	"2,423"	"11,845"	23	38	"2,117"	0.191	26.902
NOR	25	1979	"2,486"	"11,957"	23	37	"2,137"	0.197	28.115
NOR	25	1980	"2,713"	"11,799"	23	38	"2,374"	0.202	31.174
NOR	25	1981	"3,368"	"13,086"	24	38	"2,674"	0.174	35.427
NOR	25	1982	"3,455"	"12,282"	22	36	"2,806"	0.155	39.444
NOR	25	1983	"3,336"	"11,041"	20	33	"2,814"	0.137	42.783
NOR	25	1984	"3,637"	"11,117"	20	33	"3,014"	0.123	45.444
NOR	25	1985	"4,114"	"12,339"	21	34	"3,408"	0.116	48.041
NOR	25	1986	"4,735"	"13,066"	22	36	"3,907"	0.135	51.489
NOR	25	1987	"4,906"	"12,141"	23	36	"4,377"	0.148	55.977
NOR	25	1988	"5,225"	"12,157"	22	34	"4,469"	0.153	59.714
NOR	25	1989	"4,971"	"11,735"	19	31	"4,208"	0.145	62.429
NOR	25	1990	"5,033"	"11,102"	18	29	"4,207"	0.160	65.008
NOR	25	1991	"5,227"	"11,060"	17	28	"4,175"	0.154	67.243
NOR	25	1992	"5,254"	"10,710"	17	28	"4,314"	0.161	68.808
NOR	25	1993	"5,257"	"10,316"	16	27	"4,209"	0.141	70.383
NOR	25	1994	"5,603"	"10,651"	17	28	"4,563"	0.142	71.351
NOR	25	1995	"6,192"	"11,703"	18	29	"4,884"	0.158	73.107
NOR	25	1996	"6,880"	"12,253"	18	30	"5,266"	0.155	74.029
NOR	25	1997	"7,354"	"13,001"	19	31	"5,814"	0.141	75.930
NOR	25	1998	"8,438"	"14,120"	21	33	"6,566"	0.133	77.640
NOR	25	1999	"9,044"	"13,887"	20	33	"6,838"	0.128	79.477
NOR	25	2000	"9,057"	"13,695"	20	31	"6,913"	0.114	81.929
NOR	25	2001	"9,651"	"14,008"	19	31	"7,351"	0.111	84.391
NOR	25	2002	"10,822"	"14,815"	20	31	"7,812"	0.125	85.476
NOR	25	2003	"10,310"	"14,015"	19	29	"7,598"	0.141	87.603
NOR	25	2004	"10,483"	"14,229"	18	30	"7,879"	0.148	88.001
NOR	25	2005	"11,748"	"15,487"	19	32	"8,498"	0.155	89.349
NOR	25	2006	"13,358"	"16,002"	21	35	"10,016"	0.156	91.431
NOR	25	2007	"15,696"	"17,802"	23	39	"11,564"	0.171	92.082
NOR	25	2008	"16,710"	"16,767"	24	40	"12,557"	0.177	95.539
NOR	25	2009	"16,048"	"16,415"	24	38	"12,424"	0.159	97.638
NOR	25	2010	"15,709"	"15,709"	23	37	"11,938"	0.165	100.000
NOR	25	2011	"17,080"	"16,178"	24	37	"12,732"	0.178	101.285
NOR	25	2012	"19,412"	"17,035"	25	39	"13,987"	0.172	101.991
NOR	25	2013	"19,288"	"16,748"	25	39	"14,773"	0.170	104.153
NOR	25	2014	"19,268"	"17,715"	25	39	"15,242"	0.159	106.280
NOR	25	2015	"17,800"	"16,037"	24	37	"14,859"	0.124	108.587
NOR	25	2016	"16,606"	"15,005"	22	34	"14,090"	0.119	112.442
NOR	25	2017	"16,510"	"15,555"	21	33	"13,783"	0.121	114.551
NOR	25	2018	"16,261"	"15,765"	21	33	"14,186"	0.123	117.718
NOR	26-27	1950						0.140	5.772
NOR	26-27	1951						0.140	6.752
NOR	26-27	1952						0.140	7.296
NOR	26-27	1953						0.140	7.514
NOR	26-27	1954						0.140	7.732
NOR	26-27	1955						0.140	7.841
NOR	26-27	1956						0.140	8.139
NOR	26-27	1957						0.140	8.373
NOR	26-27	1958						0.140	8.794
NOR	26-27	1959						0.140	8.995
NOR	26-27	1960						0.140	9.028
NOR	26-27	1961						0.140	9.222
NOR	26-27	1962						0.140	9.709
NOR	26-27	1963						0.140	9.949
NOR	26-27	1964						0.140	10.532
NOR	26-27	1965						0.140	10.973
NOR	26-27	1966						0.140	11.330
NOR	26-27	1967						0.140	11.849
NOR	26-27	1968						0.140	12.258
NOR	26-27	1969						0.140	12.621
NOR	26-27	1970	"1,330"	"7,459"	27	50	"1,066"	0.140	13.963
NOR	26-27	1971	"1,513"	"7,869"	28	50	"1,237"	0.142	14.832
NOR	26-27	1972	"1,673"	"8,162"	28	49	"1,419"	0.152	15.909
NOR	26-27	1973	"1,950"	"8,811"	28	49	"1,592"	0.173	17.089
NOR	26-27	1974	"2,358"	"9,410"	29	51	"1,788"	0.181	18.698
NOR	26-27	1975	"2,681"	"9,517"	30	52	"2,027"	0.191	20.883
NOR	26-27	1976	"3,050"	"9,843"	30	50	"2,281"	0.183	22.797
NOR	26-27	1977	"3,203"	"9,218"	29	50	"2,508"	0.188	24.872
NOR	26-27	1978	"3,485"	"10,214"	29	49	"2,686"	0.191	26.902
NOR	26-27	1979	"3,490"	"9,730"	28	47	"2,713"	0.197	28.115
NOR	26-27	1980	"3,607"	"9,069"	29	48	"2,996"	0.202	31.174
NOR	26-27	1981	"4,274"	"9,408"	29	49	"3,364"	0.174	35.427
NOR	26-27	1982	"4,841"	"9,453"	30	48	"3,797"	0.155	39.444
NOR	26-27	1983	"5,370"	"10,026"	29	47	"4,037"	0.137	42.783
NOR	26-27	1984	"5,947"	"10,389"	28	47	"4,351"	0.123	45.444
NOR	26-27	1985	"6,690"	"10,905"	29	47	"4,762"	0.116	48.041
NOR	26-27	1986	"8,100"	"12,175"	30	50	"5,408"	0.135	51.489
NOR	26-27	1987	"8,247"	"12,094"	29	48	"5,939"	0.148	55.977
NOR	26-27	1988	"7,588"	"10,733"	27	45	"5,846"	0.153	59.714
NOR	26-27	1989	"6,975"	"9,399"	24	39	"5,232"	0.145	62.429
NOR	26-27	1990	"6,951"	"9,140"	22	36	"5,220"	0.160	65.008
NOR	26-27	1991	"7,268"	"8,749"	20	34	"5,138"	0.154	67.243
NOR	26-27	1992	"7,400"	"8,868"	20	32	"5,011"	0.161	68.808
NOR	26-27	1993	"7,964"	"9,233"	19	33	"5,244"	0.141	70.383
NOR	26-27	1994	"8,747"	"10,334"	20	34	"5,535"	0.142	71.351
NOR	26-27	1995	"9,402"	"10,639"	21	35	"6,017"	0.158	73.107
NOR	26-27	1996	"10,023"	"11,044"	22	36	"6,515"	0.155	74.029
NOR	26-27	1997	"11,382"	"12,259"	23	38	"7,137"	0.141	75.930
NOR	26-27	1998	"12,189"	"12,633"	23	38	"7,626"	0.133	77.640
NOR	26-27	1999	"13,485"	"14,048"	24	40	"8,526"	0.128	79.477
NOR	26-27	2000	"13,293"	"13,151"	23	38	"8,399"	0.114	81.929
NOR	26-27	2001	"13,646"	"13,035"	22	37	"8,648"	0.111	84.391
NOR	26-27	2002	"12,499"	"11,233"	21	33	"8,279"	0.125	85.476
NOR	26-27	2003	"13,393"	"12,270"	18	28	"7,587"	0.141	87.603
NOR	26-27	2004	"13,114"	"11,961"	17	28	"7,774"	0.148	88.001
NOR	26-27	2005	"13,877"	"12,911"	17	29	"8,540"	0.155	89.349
NOR	26-27	2006	"14,358"	"13,076"	18	30	"9,624"	0.156	91.431
NOR	26-27	2007	"16,534"	"14,879"	19	30	"10,204"	0.171	92.082
NOR	26-27	2008	"16,849"	"14,864"	18	30	"11,056"	0.177	95.539
NOR	26-27	2009	"15,751"	"16,546"	17	29	"11,254"	0.159	97.638
NOR	26-27	2010	"16,183"	"16,183"	17	28	"10,993"	0.165	100.000
NOR	26-27	2011	"16,202"	"16,668"	17	28	"11,557"	0.178	101.285
NOR	26-27	2012	"16,900"	"16,657"	17	28	"12,016"	0.172	101.991
NOR	26-27	2013	"18,112"	"17,588"	17	27	"12,481"	0.170	104.153
NOR	26-27	2014	"19,077"	"18,301"	17	28	"13,251"	0.159	106.280
NOR	26-27	2015	"17,817"	"17,005"	16	27	"12,995"	0.124	108.587
NOR	26-27	2016	"16,755"	"16,393"	16	25	"12,719"	0.119	112.442
NOR	26-27	2017	"16,676"	"16,435"	15	24	"12,385"	0.121	114.551
NOR	26-27	2018	"16,424"	"16,656"	15	24	"12,748"	0.123	117.718
NOR	26	1950						0.140	5.772
NOR	26	1951						0.140	6.752
NOR	26	1952						0.140	7.296
NOR	26	1953						0.140	7.514
NOR	26	1954						0.140	7.732
NOR	26	1955						0.140	7.841
NOR	26	1956						0.140	8.139
NOR	26	1957						0.140	8.373
NOR	26	1958						0.140	8.794
NOR	26	1959						0.140	8.995
NOR	26	1960						0.140	9.028
NOR	26	1961						0.140	9.222
NOR	26	1962						0.140	9.709
NOR	26	1963						0.140	9.949
NOR	26	1964						0.140	10.532
NOR	26	1965						0.140	10.973
NOR	26	1966						0.140	11.330
NOR	26	1967						0.140	11.849
NOR	26	1968						0.140	12.258
NOR	26	1969						0.140	12.621
NOR	26	1970	569	"2,020"	11	21	422	0.140	13.963
NOR	26	1971	647	"2,131"	11	21	486	0.142	14.832
NOR	26	1972	716	"2,211"	11	20	550	0.152	15.909
NOR	26	1973	834	"2,386"	11	20	616	0.173	17.089
NOR	26	1974	"1,009"	"2,549"	12	21	705	0.181	18.698
NOR	26	1975	"1,147"	"2,578"	12	22	820	0.191	20.883
NOR	26	1976	"1,280"	"2,611"	12	21	910	0.183	22.797
NOR	26	1977	"1,447"	"2,715"	12	21	"1,029"	0.188	24.872
NOR	26	1978	"1,675"	"3,403"	12	21	"1,134"	0.191	26.902
NOR	26	1979	"1,684"	"3,197"	12	21	"1,155"	0.197	28.115
NOR	26	1980	"1,716"	"2,984"	13	22	"1,318"	0.202	31.174
NOR	26	1981	"2,124"	"3,396"	13	22	"1,526"	0.174	35.427
NOR	26	1982	"2,624"	"3,949"	14	23	"1,772"	0.155	39.444
NOR	26	1983	"2,868"	"4,148"	14	23	"1,925"	0.137	42.783
NOR	26	1984	"3,421"	"4,774"	14	24	"2,112"	0.123	45.444
NOR	26	1985	"3,919"	"5,185"	14	23	"2,294"	0.116	48.041
NOR	26	1986	"4,770"	"5,888"	15	25	"2,705"	0.135	51.489
NOR	26	1987	"4,851"	"5,986"	15	25	"3,064"	0.148	55.977
NOR	26	1988	"4,482"	"5,399"	14	24	"3,104"	0.153	59.714
NOR	26	1989	"4,089"	"4,568"	12	20	"2,616"	0.145	62.429
NOR	26	1990	"4,101"	"4,477"	11	18	"2,489"	0.160	65.008
NOR	26	1991	"4,010"	"3,960"	9	16	"2,381"	0.154	67.243
NOR	26	1992	"4,172"	"4,178"	9	15	"2,250"	0.161	68.808
NOR	26	1993	"4,607"	"4,544"	9	16	"2,448"	0.141	70.383
NOR	26	1994	"5,306"	"5,505"	10	17	"2,695"	0.142	71.351
NOR	26	1995	"5,437"	"5,543"	10	17	"2,879"	0.158	73.107
NOR	26	1996	"5,850"	"6,024"	11	18	"3,215"	0.155	74.029
NOR	26	1997	"6,427"	"6,579"	11	19	"3,564"	0.141	75.930
NOR	26	1998	"6,735"	"6,988"	11	19	"3,662"	0.133	77.640
NOR	26	1999	"8,408"	"9,611"	12	21	"4,356"	0.128	79.477
NOR	26	2000	"8,699"	"9,018"	13	22	"4,804"	0.114	81.929
NOR	26	2001	"9,194"	"9,321"	13	22	"5,123"	0.111	84.391
NOR	26	2002	"8,019"	"7,640"	12	20	"4,893"	0.125	85.476
NOR	26	2003	"9,069"	"8,731"	10	16	"4,440"	0.141	87.603
NOR	26	2004	"8,167"	"7,848"	9	16	"4,400"	0.148	88.001
NOR	26	2005	"8,541"	"8,524"	9	16	"4,736"	0.155	89.349
NOR	26	2006	"8,295"	"7,897"	10	16	"5,483"	0.156	91.431
NOR	26	2007	"10,069"	"9,070"	10	16	"5,620"	0.171	92.082
NOR	26	2008	"9,934"	"8,693"	9	16	"6,130"	0.177	95.539
NOR	26	2009	"9,176"	"10,049"	9	15	"6,277"	0.159	97.638
NOR	26	2010	"9,208"	"9,208"	9	15	"6,133"	0.165	100.000
NOR	26	2011	"9,145"	"9,349"	9	15	"6,389"	0.178	101.285
NOR	26	2012	"9,487"	"9,472"	8	14	"6,325"	0.172	101.991
NOR	26	2013	"9,880"	"9,889"	8	14	"6,569"	0.170	104.153
NOR	26	2014	"10,569"	"10,164"	8	14	"6,859"	0.159	106.280
NOR	26	2015	"10,618"	"10,007"	8	13	"6,791"	0.124	108.587
NOR	26	2016	"9,402"	"8,950"	8	13	"6,771"	0.119	112.442
NOR	26	2017	"8,915"	"8,714"	7	12	"6,429"	0.121	114.551
NOR	26	2018	"8,780"	"8,832"	7	12	"6,617"	0.123	117.718
NOR	27	1950						0.140	5.772
NOR	27	1951						0.140	6.752
NOR	27	1952						0.140	7.296
NOR	27	1953						0.140	7.514
NOR	27	1954						0.140	7.732
NOR	27	1955						0.140	7.841
NOR	27	1956						0.140	8.139
NOR	27	1957						0.140	8.373
NOR	27	1958						0.140	8.794
NOR	27	1959						0.140	8.995
NOR	27	1960						0.140	9.028
NOR	27	1961						0.140	9.222
NOR	27	1962						0.140	9.709
NOR	27	1963						0.140	9.949
NOR	27	1964						0.140	10.532
NOR	27	1965						0.140	10.973
NOR	27	1966						0.140	11.330
NOR	27	1967						0.140	11.849
NOR	27	1968						0.140	12.258
NOR	27	1969						0.140	12.621
NOR	27	1970	761	"7,532"	16	29	644	0.140	13.963
NOR	27	1971	866	"7,946"	17	29	751	0.142	14.832
NOR	27	1972	957	"8,242"	17	28	868	0.152	15.909
NOR	27	1973	"1,116"	"8,897"	17	29	976	0.173	17.089
NOR	27	1974	"1,349"	"9,501"	18	30	"1,082"	0.181	18.698
NOR	27	1975	"1,534"	"9,610"	18	30	"1,207"	0.191	20.883
NOR	27	1976	"1,770"	"9,867"	18	30	"1,371"	0.183	22.797
NOR	27	1977	"1,756"	"9,020"	17	29	"1,479"	0.188	24.872
NOR	27	1978	"1,810"	"8,984"	17	28	"1,552"	0.191	26.902
NOR	27	1979	"1,806"	"8,944"	16	26	"1,558"	0.197	28.115
NOR	27	1980	"1,891"	"7,988"	16	26	"1,678"	0.202	31.174
NOR	27	1981	"2,150"	"7,540"	16	26	"1,838"	0.174	35.427
NOR	27	1982	"2,217"	"6,681"	16	25	"2,025"	0.155	39.444
NOR	27	1983	"2,502"	"7,009"	15	24	"2,112"	0.137	42.783
NOR	27	1984	"2,526"	"6,699"	14	24	"2,239"	0.123	45.444
NOR	27	1985	"2,771"	"6,725"	15	24	"2,468"	0.116	48.041
NOR	27	1986	"3,330"	"7,274"	15	24	"2,702"	0.135	51.489
NOR	27	1987	"3,396"	"6,815"	14	23	"2,875"	0.148	55.977
NOR	27	1988	"3,106"	"5,870"	13	21	"2,742"	0.153	59.714
NOR	27	1989	"2,886"	"5,494"	12	19	"2,616"	0.145	62.429
NOR	27	1990	"2,850"	"5,311"	11	19	"2,730"	0.160	65.008
NOR	27	1991	"3,258"	"5,368"	11	18	"2,757"	0.154	67.243
NOR	27	1992	"3,228"	"5,187"	11	18	"2,761"	0.161	68.808
NOR	27	1993	"3,357"	"5,126"	10	17	"2,796"	0.141	70.383
NOR	27	1994	"3,441"	"5,172"	10	17	"2,840"	0.142	71.351
NOR	27	1995	"3,965"	"5,284"	11	18	"3,138"	0.158	73.107
NOR	27	1996	"4,173"	"5,098"	11	18	"3,300"	0.155	74.029
NOR	27	1997	"4,955"	"5,725"	12	19	"3,573"	0.141	75.930
NOR	27	1998	"5,454"	"5,645"	12	20	"3,964"	0.133	77.640
NOR	27	1999	"5,077"	"4,611"	12	19	"4,169"	0.128	79.477
NOR	27	2000	"4,594"	"4,183"	10	16	"3,595"	0.114	81.929
NOR	27	2001	"4,452"	"3,799"	9	15	"3,525"	0.111	84.391
NOR	27	2002	"4,480"	"3,655"	9	13	"3,386"	0.125	85.476
NOR	27	2003	"4,324"	"3,596"	8	12	"3,146"	0.141	87.603
NOR	27	2004	"4,947"	"4,163"	8	12	"3,373"	0.148	88.001
NOR	27	2005	"5,336"	"4,479"	8	13	"3,804"	0.155	89.349
NOR	27	2006	"6,063"	"5,213"	8	13	"4,141"	0.156	91.431
NOR	27	2007	"6,465"	"5,809"	9	14	"4,584"	0.171	92.082
NOR	27	2008	"6,915"	"6,173"	9	14	"4,926"	0.177	95.539
NOR	27	2009	"6,575"	"6,535"	8	13	"4,977"	0.159	97.638
NOR	27	2010	"6,975"	"6,975"	8	13	"4,860"	0.165	100.000
NOR	27	2011	"7,057"	"7,319"	8	13	"5,168"	0.178	101.285
NOR	27	2012	"7,413"	"7,189"	9	14	"5,690"	0.172	101.991
NOR	27	2013	"8,232"	"7,717"	9	14	"5,912"	0.170	104.153
NOR	27	2014	"8,508"	"8,137"	9	14	"6,392"	0.159	106.280
NOR	27	2015	"7,199"	"7,002"	8	13	"6,204"	0.124	108.587
NOR	27	2016	"7,353"	"7,459"	8	12	"5,948"	0.119	112.442
NOR	27	2017	"7,761"	"7,722"	8	12	"5,956"	0.121	114.551
NOR	27	2018	"7,644"	"7,826"	8	12	"6,130"	0.123	117.718
NOR	28	1950						0.140	5.772
NOR	28	1951						0.140	6.752
NOR	28	1952						0.140	7.296
NOR	28	1953						0.140	7.514
NOR	28	1954						0.140	7.732
NOR	28	1955						0.140	7.841
NOR	28	1956						0.140	8.139
NOR	28	1957						0.140	8.373
NOR	28	1958						0.140	8.794
NOR	28	1959						0.140	8.995
NOR	28	1960						0.140	9.028
NOR	28	1961						0.140	9.222
NOR	28	1962						0.140	9.709
NOR	28	1963						0.140	9.949
NOR	28	1964						0.140	10.532
NOR	28	1965						0.140	10.973
NOR	28	1966						0.140	11.330
NOR	28	1967						0.140	11.849
NOR	28	1968						0.140	12.258
NOR	28	1969						0.140	12.621
NOR	28	1970	"1,084"	"6,200"	24	44	869	0.140	13.963
NOR	28	1971	"1,233"	"6,541"	24	44	987	0.142	14.832
NOR	28	1972	"1,363"	"6,784"	24	43	"1,092"	0.152	15.909
NOR	28	1973	"1,589"	"7,323"	24	43	"1,218"	0.173	17.089
NOR	28	1974	"1,922"	"7,821"	26	44	"1,441"	0.181	18.698
NOR	28	1975	"2,185"	"7,910"	26	45	"1,750"	0.191	20.883
NOR	28	1976	"2,444"	"7,125"	26	45	"1,977"	0.183	22.797
NOR	28	1977	"2,764"	"7,901"	26	43	"2,142"	0.188	24.872
NOR	28	1978	"2,743"	"7,866"	25	41	"2,252"	0.191	26.902
NOR	28	1979	"2,550"	"7,212"	25	40	"2,270"	0.197	28.115
NOR	28	1980	"2,920"	"8,146"	24	39	"2,424"	0.202	31.174
NOR	28	1981	"3,230"	"7,412"	24	40	"2,745"	0.174	35.427
NOR	28	1982	"3,302"	"7,302"	23	37	"2,880"	0.155	39.444
NOR	28	1983	"3,332"	"6,668"	22	36	"2,996"	0.137	42.783
NOR	28	1984	"3,623"	"7,584"	22	36	"3,231"	0.123	45.444
NOR	28	1985	"4,270"	"9,366"	22	36	"3,596"	0.116	48.041
NOR	28	1986	"4,140"	"8,995"	23	37	"3,952"	0.135	51.489
NOR	28	1987	"4,470"	"9,331"	22	35	"4,252"	0.148	55.977
NOR	28	1988	"4,213"	"8,077"	20	32	"4,139"	0.153	59.714
NOR	28	1989	"4,576"	"8,613"	19	31	"4,205"	0.145	62.429
NOR	28	1990	"5,159"	"9,440"	19	31	"4,421"	0.160	65.008
NOR	28	1991	"5,454"	"9,371"	19	30	"4,549"	0.154	67.243
NOR	28	1992	"5,586"	"8,996"	19	31	"4,837"	0.161	68.808
NOR	28	1993	"5,287"	"8,356"	18	30	"4,785"	0.141	70.383
NOR	28	1994	"5,990"	"9,480"	20	32	"5,279"	0.142	71.351
NOR	28	1995	"7,148"	"12,049"	20	34	"5,693"	0.158	73.107
NOR	28	1996	"7,674"	"12,280"	21	34	"6,094"	0.155	74.029
NOR	28	1997	"8,388"	"12,592"	23	37	"6,918"	0.141	75.930
NOR	28	1998	"9,232"	"13,617"	24	38	"7,534"	0.133	77.640
NOR	28	1999	"8,865"	"11,636"	21	35	"7,261"	0.128	79.477
NOR	28	2000	"8,322"	"10,960"	21	34	"7,380"	0.114	81.929
NOR	28	2001	"9,541"	"11,615"	20	33	"7,723"	0.111	84.391
NOR	28	2002	"10,040"	"12,343"	20	32	"7,842"	0.125	85.476
NOR	28	2003	"9,681"	"11,602"	18	29	"7,489"	0.141	87.603
NOR	28	2004	"9,696"	"11,489"	16	26	"7,110"	0.148	88.001
NOR	28	2005	"10,469"	"11,622"	17	29	"8,407"	0.155	89.349
NOR	28	2006	"14,060"	"14,791"	17	30	"9,298"	0.156	91.431
NOR	28	2007	"17,280"	"19,718"	19	32	"10,702"	0.171	92.082
NOR	28	2008	"22,814"	"25,477"	18	32	"11,556"	0.177	95.539
NOR	28	2009	"24,364"	"23,816"	19	32	"12,594"	0.159	97.638
NOR	28	2010	"21,955"	"21,955"	18	30	"11,903"	0.165	100.000
NOR	28	2011	"23,555"	"23,418"	18	30	"12,348"	0.178	101.285
NOR	28	2012	"25,167"	"24,734"	20	34	"14,371"	0.172	101.991
NOR	28	2013	"25,471"	"26,237"	22	35	"15,909"	0.170	104.153
NOR	28	2014	"28,214"	"29,101"	23	37	"17,535"	0.159	106.280
NOR	28	2015	"25,786"	"25,389"	23	36	"17,914"	0.124	108.587
NOR	28	2016	"17,287"	"17,513"	19	31	"15,656"	0.119	112.442
NOR	28	2017	"16,116"	"16,732"	17	28	"14,270"	0.121	114.551
NOR	28	2018	"15,872"	"16,957"	17	28	"14,687"	0.123	117.718
NOR	29-30	1950						0.140	5.772
NOR	29-30	1951						0.140	6.752
NOR	29-30	1952						0.140	7.296
NOR	29-30	1953						0.140	7.514
NOR	29-30	1954						0.140	7.732
NOR	29-30	1955						0.140	7.841
NOR	29-30	1956						0.140	8.139
NOR	29-30	1957						0.140	8.373
NOR	29-30	1958						0.140	8.794
NOR	29-30	1959						0.140	8.995
